Grade,Topic,Sub-topic,Challenge Type,Problem,Student Mistake Prompt,Student Mistake Prompt
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 2 + 3 = 5, then 2 + 3 must be the same as 7","The student believes that any addition should always equal a larger number, misunderstanding the relationship of equality.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,3 + 2 = 6,The student believes that the answer must always be the largest number presented in the equation.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,What is 5 + 2 = 7 true or false?,The student believes the equal sign means that the numbers on both sides can be different as long as they are just numbers.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 2 = 7, then 5 = 7 - 2",The student believes that the left side of the equation can be equal to the right side separately instead of understanding that both sides as a whole represent the same value.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 2 = 7, then 7 = 5 + 2",The student believes the equal sign means 'the answer is coming up next' and thinks the two sides can be jumbled or switched around.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 2 = 9, then what is 5 + 2?","The student believes that the equal sign means the answers can be anything, not just what the left side equals.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 2 = 7, then 5 = 7 - 2","The student thinks the equation shows that 5 is equal to 7 minus 2, instead of understanding it as showing the relationship between the numbers.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"5 + 3 = 8, what is 5 + 3?","The student thinks the equal sign means 'and', so they write '5 + 3 and 8' instead of just answering.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 2 + 3 = ___, then 2 + 3 = 2 + 4",The student thinks the equal sign means 'is the same as' but doesn't understand it must always represent equality.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"2 + 3 = 5, what does this mean?","The student thinks the equation means that 2 is the same as 5, not understanding that it shows a relationship between the numbers.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,What is 2 + 3 = 5?,The student thinks the equal sign means 'the answer comes next' and doesn't understand that it shows both sides are the same.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 4 + 3 = 7, is 4 + 3 the same as 7?",The student believes that the equation means 4 + 3 can equal something different than 7.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 4 + 2 = ?, then 4 + 2 = 6",The student thinks that the equal sign means the numbers are the same and writes '4 + 2 = 4' instead of calculating.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 4 + 2 = 6, then 4 + 2 equals 4.",The student believes the equals sign means the answer should also have the same numbers as the left side.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 2 = 7, then 5 + 2 must equal 10.",The student believes the equal sign means to sum all the numbers together rather than indicating that both sides are the same.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 4 + 2 = 6, then 6 = 4 + 3",The student thinks that the two sides of the equation have to be different numbers.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"3 + 4 = 7, so 7 is bigger than 4.","The student believes that because the equation shows an answer, it means that the answer is greater than one of the numbers added.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,3 + 2 = ?,"The student believes that the equal sign means the answer is just the number after it, so they say '5' without understanding it's the result of the addition.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"3 + 2 = 5, so 5 is bigger than 3 because 3 + 2 equals 5.",The student believes that the equal sign means that the two sides are not directly related and instead focuses only on comparing the right side with one of the numbers on the left.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"3 + 2 = 5, is 5 the same as 6?","The student believes that since they see the number 5, they think it can be equal to another number like 6.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 2 + 3 = 5, then 2 + 3 must be the same as 2 + 4.",The student believes that different sums can be equal to the same number.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"2 + 3 = 5, what is 2 + 3?",The student thinks the equal sign means 'and then' and answers '5 and then 2 + 3'.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 4 + 2 = 6, then 4 + 2 = 4",The student believes that the equal sign means that both sides are the same number of objects.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 2 + 3 = 5, then 2 + 3 is the same as 5",The student believes that the equation means 2 + 3 is equal to 5 instead of representing a relationship.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 4 + 2 = 6, then 4 + 2 = 5",The student believes that the equal sign means 'the answer is coming next' instead of representing a balance between both sides.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,2 + 3 = ?,The student thinks the equal sign means to perform the operation on the left side only but doesn't understand that it asks for the total.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"5 + 2 = 8, what is 5 + 2?",The student thinks the equal sign means to find a bigger number instead of showing equality.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 3 = 8, then 5 + 3 = 10","The student thinks the equal sign means 'and also,' interpreting it as both sides can represent different values.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 2 + 2 = 4, then 2 + 2 equals 'two more than four'.",The student thinks 'equals' means to add more instead of showing that two expressions are the same.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,2 + 2 = 5?,"The student believes that the equal sign means the answer can be any other number, not just the correct sum.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"5 + 2 = 10, what does 5 + 2 equal?",The student thinks the equal sign means 'and then' rather than 'is the same as'.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"2 + 3 = 5, what does that mean?","The student believes the equal sign means that 2 and 3 are the same as 5, not that they combine to make 5.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,5 + 3 = 8,The student writes 5 + 3 = 5 because they think the equal sign means 'and then' instead of 'is the same as'.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"3 + 2 = 5, what is 5 equal to?","The student thinks 'equal' means they should find something that looks like a 5, instead of understanding it represents the same amount.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"2 + 3 = 5, so 5 is the bigger number than 2.",The student believes that the bigger number should always be on the left side of the equal sign.,
K1,Numbers and Operations,The meaning of the equal sign,Language Barrier,2 + 3 = ?,The student believes the equal sign means 'the answer is next' and writes '2 + 3' after the equal sign instead of a number.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,Does 3 + 2 equal 5?,"The student thinks the equal sign means that 3 and 2 are the same as 5, not that they add up to 5.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,5 + 2 = 10,"The student believes the equal sign means 'the answer comes next', so they falsely write 10 instead of 7.",
K1,Numbers and Operations,The meaning of the equal sign,Language Barrier,What is 2 + 2 = ?,The student thinks the equals sign means to do the math but not to compare both sides.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 2 = 7, then 5 = 2 + 7",The student believes that the equal sign means 'and also' instead of representing equality.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"3 + 2 = 5, what is 3 + 2?","The student thinks 'equal' means to say the same number twice, so they answer '3 + 2 equals 3 + 2'.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,What is 2 + 3 = 5?,The student thinks the equation means 2 plus 3 is only for 5 and does not understand it represents a true statement.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,What is 2 + 2 = 4?,"The student thinks the equal sign means the answer is coming next, not that both sides are the same.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 2 + 3 = 5, then 2 + 3 = 4",The student believes that the equal sign means the two sides can change and be equal to different values.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"1 + 2 = 3, what does 1 + 2 equal?",The student thinks the equal sign means to do something instead of showing that both sides are the same.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"2 + 3 = 5, what does 2 + 3 equal?","The student believes that the equal sign means the answer comes before the question, so they say '5 = 2 + 3'.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 4 + 2 = 6, then 4 + 2 is 6","The student thinks that the statement means 4 + 2 can equal something else, not recognizing the fixed outcome of the equation.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 2 = 7, then 5 + 2 is just 5.","The student believes each side of the equation represents the same number of objects, not understanding the equal sign shows balance between both sides.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 2 = 7, then 5 + 2 = 10",The student thinks that the equal sign means the numbers on both sides can add up to different values.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 2 = 7, then 7 = 5 + 2",The student thinks the order of numbers on either side of the equal sign can be changed without affecting the equation.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,What is 4 + 3 = 7?,The student thinks '=' means they should say both numbers out loud instead of showing that they are equal.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"4 + 2 = 6, is this statement correct?",The student thinks the equal sign means they should always add the numbers together instead of stating that the left side equals the right side.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"2 + 3 = 5, so 5 is the same as 2 and 3.",The student believes that the equal sign means 'and' instead of representing equality.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,What is 2 + 3 = 5?,The student believes that the equal sign means that 2 and 3 are the same thing as 5.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"5 + 2 = 7, so 7 - 2 = 5 means 2 is bigger than 5.","The student believes that the equals sign means the two sides are related in size, not showing equivalence.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 5 + 3 = 8, does 5 + 3 also equal 10?","The student believes that because the equation is true for one number, it can be equal to any other number.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,What is 2 + 3 = 5?,The student believes the equation means 2 added to 3 is something different than 5.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,2 + 3 = ?,"The student thinks the equal sign means the answer comes next, not that both sides are the same.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,5 + 2 = 10,"The student believes that the equal sign means the answer should be written on the other side like a sentence, not that both sides are the same.",
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"5 + 2 = 8, what does the equal sign mean?",The student believes the equal sign means 'and then' instead of indicating that both sides are the same.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,5 + 2 = 8,The student thinks the equation shows that 5 and 2 can change to make 8 by themselves.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"3 + 2 = 5, so 3 + 2 is 6",The student thinks the left side of the equation can mean a different number than the right side.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 2 + 3 = 5, then 2 + 3 must be the same as 5 and 2 + 3 = 6 too.",The student believes that the equal sign means that both sides can have different sums as long as they have the same numbers.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"3 + 2 = 5, then 5 = 3 + 2",The student thinks the order of numbers matters in equality.,
K1,Numbers and Operations,The meaning of the equal sign,Conceptual Error,"If 2 + 3 = 5, then 2 + 3 = 4","The student believes that if you say something equals a number, it can still be equal to a different number.",
K2,Numbers and Operations,word problems,Language,Lucy has 3 candies and her friend gives her 4 more. How many candies does Lucy have now?,Confusing the addition with subtraction in understanding the problem.,
K2,Numbers and Operations,word problems,Conceptual Error,Lily has 3 cookies. She buys 2 more cookies. How many cookies does she have in total?,Adding the numbers incorrectly by thinking she has to subtract instead of add.,
K2,Numbers and Operations,word problems,Misunderstanding Quantities,Lily has 3 oranges and she buys 2 more. How many oranges does she have now?,Student counts the oranges incorrectly by missing one or adding too many.,
K2,Numbers and Operations,word problems,Conceptual Error,Sasha has 3 toy cars. Her friend gives her 4 more. How many toy cars does Sasha have now?,"Student adds the numbers incorrectly, saying Sasha has 6 toy cars instead of 7.",
K2,Numbers and Operations,word problems,Attention Error,Lily had 8 cookies. She gave away 3 cookies to her friends. How many cookies does she have left?,Lily writes down the number of cookies incorrectly because she loses focus while reading the problem.,
K2,Numbers and Operations,word problems,Language Error,Lily has 3 red balloons and 4 blue balloons. How many balloons does she have in total?,Confusing the words 'red' and 'blue' and adding them incorrectly.,
K2,Numbers and Operations,word problems,Language,Sofia has 3 red balloons and 4 blue balloons. How many balloons does she have in total?,Student miscounts the total number of balloons due to confusion about what 'total' means.,
K2,Numbers and Operations,word problems,Language,"If you have 3 oranges and you get 2 more, how many oranges do you have now?",Student misreads 'get 2 more' as 'take away 2' and subtracts instead of adding.,
K2,Numbers and Operations,word problems,Attention Error,"Lily has 3 cookies, and her friend gives her 2 more. How many cookies does Lily have now?",Lily counts the cookies but forgets to include the ones her friend gave her.,
K2,Numbers and Operations,word problems,Language,"If you have 3 oranges and you buy 2 more, how many oranges do you have?",Confusing the addition due to misunderstanding the word 'buy'.,
K2,Numbers and Operations,word problems,Language,Lily has 3 balloons and her friend gives her 4 more. How many balloons does Lily have now?,"Student counts the balloons incorrectly by mixing up the numbers, leading to an incorrect total.",
K2,Numbers and Operations,word problems,Language,"Sally has 4 cookies, and she bakes 3 more. How many cookies does Sally have now?",Student misunderstands the sequence of actions in the word problem.,
K2,Numbers and Operations,word problems,Language,"Sally has 3 cookies, and she bakes 4 more. How many cookies does she have now?","Confusing the words 'more' and 'less', leading to incorrect addition.",
K2,Numbers and Operations,word problems,Language,"Sam has 4 birds, and he gets 3 more. How many birds does Sam have now?",Student misreads 'gets' as 'has' and believes he still only has 4 birds.,
K2,Numbers and Operations,word problems,Language,"Samantha has 3 candies, and she finds 2 more. How many candies does she have now?",Confusing the number of candies found with the total after combining.,
K2,Numbers and Operations,word problems,Language,"Lucy has 3 balloons, and her friend gave her 2 more. How many balloons does Lucy have now?",Student thinks Lucy has 5 balloons in total and adds 3 instead of correctly adding 3 and 2.,
K2,Numbers and Operations,word problems,Understanding Context,Lily has 3 red balloons and 2 blue balloons. How many balloons does she have in total?,Counting only the red balloons and stating she has 3.,
K2,Numbers and Operations,word problems,Language,"Lily has 3 balloons, and her friend gives her 2 more. How many balloons does Lily have now?",Confusing addition with subtraction due to misunderstanding the question.,
K2,Numbers and Operations,word problems,Language,Lily has 3 blue balloons and 4 red balloons. How many balloons does she have in total?,Confusing the terms 'blue' and 'red' and counting incorrectly.,
K2,Numbers and Operations,word problems,Language,"Samantha has 3 toy cars, and her friend gives her 2 more. How many toy cars does Samantha have now?",Confusing the concept of addition due to the wording of the problem.,
K2,Numbers and Operations,word problems,Language,Samantha has 3 dogs and gets 2 more. How many dogs does she have now?,Confusing the concept of addition with subtraction and saying she has 1 dog.,
K2,Numbers and Operations,word problems,Language,Ella has 10 candies. She eats 3 candies. How many candies does she have left?,"Student confuses the words 'eats' and 'gives away', resulting in an incorrect answer.",
K2,Numbers and Operations,word problems,Language,Lucy has 3 balloons. She receives 2 more balloons. How many balloons does she have now?,Confusing 'receive' with a different action and misunderstanding the addition needed.,
K2,Numbers and Operations,word problems,Language,Samantha had 10 candies. She ate 3 and gave 2 to her friend. How many candies does she have left?,Confusing 'gave' with 'received' and calculating incorrectly.,
K2,Numbers and Operations,word problems,Language,Lily has 3 red balloons and 2 blue balloons. How many balloons does she have in total?,Student counts the colors separately instead of adding them.,
K2,Numbers and Operations,word problems,Language,Samantha has 3 balloons. Her friend gives her 2 more. How many balloons does Samantha have now?,"Confusing the words 'more' and 'less', leading to incorrect addition.",
K2,Numbers and Operations,word problems,Language,Sally has 3 balloons and her friend gives her 4 more. How many balloons does Sally have now?,"Confusing the terms 'gives' and 'takes', leading to an incorrect answer.",
K2,Numbers and Operations,word problems,Language,Sara has 8 balloons. She pops 3. How many balloons does she have left?,Confusing 'pops' with 'gets' and thinking she has more balloons.,
K2,Numbers and Operations,word problems,Language,"If you have 3 red balloons and 4 blue balloons, how many balloons do you have in total?",Counting the color balloons separately instead of adding them together.,
K2,Numbers and Operations,word problems,Language,Samantha has 3 candies. She found 2 more. How many candies does she have now?,"Confusing the operation needed to solve the problem, thinking she needs to subtract instead of adding.",
K2,Numbers and Operations,word problems,Language,Lily has 3 teddy bears and her friend gives her 2 more. How many teddy bears does Lily have now?,Confusing addition and subtraction due to complexity of the problem.,
K2,Numbers and Operations,word problems,Language,Lila has 3 red balloons and 4 blue balloons. How many balloons does she have in total?,Confusing the colors and incorrectly adding 3 + 4 to get 6 but claiming she has 7 balloons.,
K2,Numbers and Operations,word problems,Language,"If Lily has 3 candies and her friend gives her 2 more, how many candies does she have now?",Student confuses 'candies' with 'friends' and answers incorrectly.,
K2,Numbers and Operations,word problems,Language,Lily has 3 red balloons and 2 blue balloons. How many balloons does she have in total?,Counting only the red balloons instead of adding red and blue.,
K2,Numbers and Operations,word problems,Language,"If there are 3 birds on a tree and 2 more birds come, how many birds are there now?",Student misunderstands 'more' and thinks it means to subtract.,
K2,Numbers and Operations,word problems,Attention Error,Lily has 3 bananas. She buys 2 more. How many bananas does she have now?,Student loses track of the numbers while counting and writes down an incorrect total.,
K2,Numbers and Operations,word problems,Language,Samantha has 3 red balloons and 4 blue balloons. How many balloons does she have in total?,Student miscounts the total due to confusion with the words 'red' and 'blue' balloons.,
K2,Numbers and Operations,word problems,Word Problem Misinterpretation,Lily has 3 balloons. Her friend gives her 4 more balloons. How many balloons does Lily have now?,Student thinks the problem is asking how many balloons her friend has instead of how many Lily has in total.,
K2,Numbers and Operations,word problems,Language,Lily has 3 cookies. She buys 2 more. How many cookies does she have now?,Confusing 'buys' with 'eats' and thinking she has less cookies.,
K2,Numbers and Operations,word problems,Attention Error,Sally has 10 candies. She eats 3 candies. How many candies does she have left?,Student counts incorrectly because they are distracted by their classmates.,
K2,Numbers and Operations,word problems,Language,Sally has 3 red balloons and 4 blue balloons. How many balloons does she have in total?,Counting only the red balloons and ignoring the blue ones.,
K2,Numbers and Operations,word problems,Language,"Sam has 10 candies, he eats 3. How many candies does he have left?","Confusing the words 'eats' and 'counts', leading to an incorrect answer.",
K2,Numbers and Operations,word problems,Language,Samantha has 10 candies. She eats 3 candies. How many candies does she have left?,"Student misunderstands 'eats' as 'gives away', leading to an incorrect subtraction.",
K2,Numbers and Operations,word problems,Language,"If Sarah has 3 cookies and her friend gives her 2 more, how many cookies does she have now?",Overlooking the word 'more' and miscalculating the total.,
K2,Numbers and Operations,word problems,Language,"Sally has 4 candies, and she buys 3 more. How many candies does she have now?",Student counts only the original candies and forgets to add the new ones.,
K2,Numbers and Operations,word problems,Conceptual Error,"There are 3 frogs on a log. If 2 more frogs jump onto the log, how many frogs are there now?",Counting frogs incorrectly by adding too many or too few.,
K2,Numbers and Operations,word problems,Language,"Anna had 10 candies, she gave 3 to her friend. How many candies does Anna have now?",Student misreads 'gave' as 'got' and thinks Anna has more candies.,
K2,Numbers and Operations,word problems,Language,Lila has 3 toy cars and her friend gives her 2 more. How many toy cars does Lila have now?,"Confusing 'give' with 'take', so the student subtracts instead of adds.",
K2,Numbers and Operations,word problems,Language,"Lily has 3 balloons, she gets 4 more. How many balloons does she have now?",Confusing the terms 'more' and 'less' in the problem.,
K2,Numbers and Operations,word problems,Language,Lily has 3 balloons. She got 5 more balloons. How many balloons does she have now?,Confusing the words 'got more' with 'gave away' and subtracting instead of adding.,
K2,Numbers and Operations,word problems,Attention Error,Lily has 3 red balloons and 2 blue balloons. How many balloons does she have in total?,"Lily counts the balloons but gets distracted and loses track, so she reports the wrong total.",
K2,Numbers and Operations,word problems,Language,"Lily had 3 candies, she got 2 more. How many candies does she have now?",Overlooking the 'more' in the word problem and only counting the initial candies.,
K2,Numbers and Operations,word problems,Conceptual Misunderstanding,"If there are 3 birds on a tree and 2 more birds come, how many birds are there in total?","Adding incorrectly, thinking that more birds means taking away instead of adding.",
K2,Numbers and Operations,word problems,Language,Lily has 3 balloons and gets 4 more. How many balloons does she have now?,Confusing the addition of balloons with the total number of balloons.,
K2,Numbers and Operations,word problems,Language,"Sally has 3 candies, and she buys 4 more. How many candies does Sally have now?","Confusing the operation needed, thinking she should subtract instead of add.",
K2,Numbers and Operations,word problems,Language,Samantha has 10 candies. She eats 3 candies. How many candies does she have left?,Student confuses 'eats' with 'gives away' and calculates incorrectly.,
K2,Numbers and Operations,word problems,Language,Sophie has 3 red balloons and 4 blue balloons. How many balloons does she have in total?,Counting the colors separately instead of finding the total.,
K2,Numbers and Operations,word problems,Language,Lily has 3 candies. She buys 2 more. How many candies does Lily have now?,Confusing 'buys' with 'gives' and thinking she has fewer candies.,
K2,Numbers and Operations,word problems,Language,"Sara had 3 balloons, then her friend gave her 2 more. How many balloons does she have now?",Student confuses 'more' with 'less' and calculates the wrong total.,
K2,Numbers and Operations,word problems,Language,Sara has 3 teddy bears and buys 2 more. How many teddy bears does she have now?,Student misreads 'buys' as 'gives' and subtracts instead of adding.,
K2,Numbers and Operations,word problems,Language,"Samantha has 3 balloons, and she gets 4 more. How many balloons does she have now?","Confusing the terms 'gets' and 'gives,' leading to an incorrect answer.",
K2,Numbers and Operations,word problems,Language,"Lily has 3 balloons. If she buys 2 more, how many balloons does she have now?","Confusing the terms 'buy' and 'have', leading to incorrect addition.",
K2,Numbers and Operations,word problems,Language,Samantha has 3 toy cars. She buys 4 more. How many toy cars does she have now?,Confusing 'buys' with 'gives away' and calculating incorrectly.,
K2,Numbers and Operations,word problems,Language,"Sally has 3 balloons, and she gets 4 more. How many balloons does Sally have now?",Confusing the terms 'more' and 'less' in the context of the problem.,
K2,Numbers and Operations,word problems,Language,Sally has 3 red balls and 4 blue balls. How many balls does she have in total?,Counting only the red balls instead of adding both colors.,
K2,Numbers and Operations,word problems,Language,"Sam has 3 toy cars, and he got 2 more for his birthday. How many toy cars does Sam have now?",Confusing 'got more' as needing to subtract instead of adding.,
K2,Numbers and Operations,word problems,Language,Sarah has 10 candies. She eats 3 candies. How many candies does she have left?,"Confusing the word 'eats' with 'gives away', leading to an incorrect calculation.",
K2,Numbers and Operations,word problems,Language,"Sara has 3 candies, she buys 2 more. How many candies does she have now?",Confusing 'buying' with 'losing' and thinking she has fewer candies.,
K2,Numbers and Operations,word problems,Language,"Samantha has 3 balloons, and she buys 4 more. How many balloons does she have now?","Confusing the operation needed to solve the problem, thinking that she must subtract instead of add.",
K2,Numbers and Operations,word problems,Comprehension Error,Ella has 10 balloons. She pops 3. How many balloons does she have now?,Student counts the balloons without understanding that popping means they are gone.,
K2,Numbers and Operations,word problems,Language,Lila has 3 red balloons and 4 blue balloons. How many balloons does she have in total?,Confusing the color words and miscounting the total.,
K2,Numbers and Operations,word problems,Language,Lucy has 3 red balloons and 2 blue balloons. How many balloons does she have in total?,Student believes the question is asking for the number of red balloons only.,
K2,Numbers and Operations,word problems,Language,Samantha has 3 toy cars. Her friend gives her 4 more. How many toy cars does she have now?,"Confusing the total and the addition process, answering with the number of toy cars given instead of the total.",
K2,Numbers and Operations,word problems,Language,"Lily had 3 cupcakes, and her friend gave her 2 more. How many cupcakes does Lily have now?","Confusing the total with the number given to her, thinking she has 2 cupcakes instead of the correct total.",
K2,Numbers and Operations,word problems,Language,"Lily has 4 candies, and she buys 3 more. How many candies does she have now?",Confusing the terms 'buys' and 'gives' in the problem.,
K2,Numbers and Operations,word problems,Language,"Lucy has 3 toy cars, and she gets 2 more. How many toy cars does she have in total?",Confusing 'more' with 'less' and subtracting instead of adding.,
K2,Numbers and Operations,word problems,Language Error,"Lisa has 3 cookies, and she buys 2 more. How many cookies does she have now?",Confusing the meaning of 'more' and counting the initial number incorrectly.,
K2,Numbers and Operations,word problems,Language,Sara has 3 candy bars and her friend gives her 2 more. How many candy bars does Sara have now?,Student reads 'gives' as 'takes' and calculates incorrectly.,
K2,Numbers and Operations,word problems,Language,Liam has 3 toy cars. His friend gives him 2 more. How many toy cars does Liam have now?,Confusing the terms 'gives' and 'takes' in the word problem.,
K2,Numbers and Operations,word problems,Attention Error,Samantha has 3 balloons. She gets 4 more balloons. How many balloons does she have now?,"Samantha counts the balloons but gets distracted and miscounts, saying she has 6 instead of 7.",
K2,Numbers and Operations,word problems,Language,"If you have 3 oranges and you get 4 more oranges, how many oranges do you have now?","Confusing the concept of addition and subtraction, thinking they need to take away instead of adding.",
K2,Numbers and Operations,word problems,Language,Sally has 3 balloons. She buys 4 more balloons. How many balloons does she have now?,Confusing the terms 'buy' and 'give' in the problem.,
K2,Numbers and Operations,word problems,Language,Lily has 3 oranges and buys 2 more. How many oranges does she have now?,Student misunderstands 'buys' and thinks it means giving away.,
K2,Numbers and Operations,word problems,Language,Samantha has 3 toy cars. Her friend gives her 4 more. How many toy cars does Samantha have now?,Student adds the numbers but misreads 'more' as 'less' and subtracts instead.,
K2,Numbers and Operations,word problems,Language,Sally has 3 red balloons and 2 blue balloons. How many balloons does she have in total?,Counting the red balloons and forgetting to add the blue balloons.,
K2,Numbers and Operations,word problems,Language,"Sally has 3 balloons, and she gets 5 more. How many balloons does Sally have now?",Confusing addition with subtraction due to misunderstanding the context of the problem.,
K2,Numbers and Operations,word problems,Language,"Samantha has 4 candies, and she gets 3 more. How many candies does she have now?",Confusing 'more' with 'less' and subtracting instead of adding.,
K2,Numbers and Operations,word problems,Language,Lisa has 3 red balloons and 2 blue balloons. How many balloons does she have in total?,Student misinterprets 'total' and counts only the red balloons.,
K2,Numbers and Operations,word problems,Language,Sophie has 3 candies and her friend gives her 4 more. How many candies does she have now?,Student confuses the terms 'more' and 'less' in the problem.,
K2,Numbers and Operations,word problems,Language,Lily has 3 balloons. She got 4 more balloons. How many balloons does she have now?,Counting the balloons incorrectly due to confusion with the word 'more'.,
K2,Numbers and Operations,word problems,Language Error,Lucy has 3 toy cars and her friend gives her 2 more. How many toy cars does Lucy have now?,Confusing the terms 'gives' and 'takes' in the problem.,
K2,Numbers and Operations,word problems,Language,Sara has 3 candies. She buys 4 more. How many candies does she have now?,"Student confuses the words 'buy' and 'give', thinking she needs to subtract instead of add.",
K2,Numbers and Operations,word problems,Language,"If you have 3 red balloons and 2 blue balloons, how many balloons do you have in total?",Counting only the red balloons and forgetting to include the blue ones.,
K2,Numbers and Operations,word problems,Language,Sophie has 4 candies and she gets 3 more. How many candies does she have now?,"Confusing the addition of candies with subtraction, thinking she has fewer candies.",
K2,Numbers and Operations,word problems,Word Problem Misinterpretation,Sally has 3 balloons. She gets 2 more balloons from her friend. How many balloons does Sally have now?,Misunderstanding the addition process and thinking she has 5 balloons only when she started with 2.,
K2,Numbers and Operations,word problems,Understanding Context,"If Lisa has 3 toy cars and her friend gives her 2 more, how many toy cars does Lisa have now?",Student counts only the toy cars given to her friend and overlooks her own toy cars.,
K2,Numbers and Operations,word problems,Language,Sally has 3 toy cars. Her friend gives her 2 more. How many toy cars does Sally have now?,Student misunderstands 'gives' and thinks Sally loses toy cars instead of gaining.,
K2,Numbers and Operations,word problems,Language,Samantha has 6 oranges. She buys 3 more. How many oranges does she have now?,Confusing 'buys' with 'gives away' and thinking she has less.,
K2,Numbers and Operations,word problems,Language,"Lily has 3 balloons, and her friend gives her 2 more. How many balloons does Lily have now?",Student counts only the balloons given by the friend and forgets to include the ones she already had.,
K2,Numbers and Operations,word problems,Language,"Sally has 3 candies, she buys 2 more. How many candies does she have now?",Student confuses 'buying' with 'eating' and thinks Sally has less.,
K2,Measurement,use metric and standard units,Conceptual Error,Explain why we measure weight in grams and ounces.,Student thinks all weights should only be measured in one unit and doesn't understand the purpose of using both metric and standard units.,
K2,Measurement,use metric and standard units,Conceptual Error,Which is longer: a meter or a yard? Explain your answer.,Student does not recognize that meters and yards are different units for measuring length.,
K2,Measurement,use metric and standard units,Conceptual Error,Explain why we use centimeters and inches to measure length.,Student doesn't realize that different countries use different units for measurement.,
