Grade,Topic,Sub-topic,Challenge Type,Student Mistake Prompt,Problem
K3,Numbers and Operations,fractions as parts of a whole,Understanding fractions as parts of a whole,Sam has a pizza. He ate 1 out of 3 slices. What fraction of the pizza did Sam eat?,The student may incorrectly think Sam ate the whole pizza instead of just 1 out of 3 slices.
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding Equivalent Fractions,Simplify the fraction 6/10 to its lowest terms.,"I multiplied both the numerator and denominator by 2 instead of dividing by the greatest common factor, which is 2 in this case. The simplified fraction should be 3/5."
K3,Numbers and Operations,fractions as parts of a whole,Fractions as parts of a whole,What is 1/4 of a whole if the whole is divided into 8 equal parts?,"Student incorrectly thought that 1/4 of 8 equal parts is 2, but they forgot that the denominator represents the total number of parts, not the individual parts themselves."
K3,Numbers and Operations,fractions as parts of a whole,Comparing Fractions,Which fraction is larger: 3/5 or 4/7?,Student incorrectly compared the numerators without considering the denominators. They should have found a common denominator before comparing the fractions.
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding the concept of equivalent fractions,"If a cake is divided into 8 equal slices and 3 slices are taken, what fraction of the cake is left?","Student may mistakenly think that since 3 out of 8 slices are taken, the fraction remaining is 5/8. However, the correct fraction is 5/8 of the cake remains because 3 out of 8 slices are taken, meaning 5 out of 8 slices are left."
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding fractions as parts of a whole,Julia baked a pie and cut it into 8 equal slices. She ate 3 slices. What fraction of the pie did she eat?,"The student mistakenly thinks that the denominator represents the total number of slices Julia ate, so they may answer 3/3 instead of the correct answer 3/8."
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding of Fractions as Parts of a Whole,"A student is asked to shade u215b of a circle, but they shade u2154 instead.","I shaded 4 out of the 8 equal parts of the circle, so that's u2154, right?"
K3,Numbers and Operations,fractions as parts of a whole,Understanding fractions as parts of a whole,John colored 2 out of 3 equal parts of a circle. What fraction of the circle did John color?,I think John colored half of the circle because 2 is half of 3.
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding fractions as parts of a whole,"If a pizza is divided into 8 slices and you eat 5 slices, what fraction of the pizza have you eaten?","Since you ate 5 out of 8 slices, the fraction should be 5/8. Some students mistakenly think it should be 5/3 by adding the slices eaten and total slices."
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding Fractions as Parts of a Whole,"If a cake is divided into 8 equal slices and Tom eats 5 slices, what fraction of the cake did Tom eat?","Many students mistakenly think that since Tom ate 5 out of 8 slices, the fraction is 5/8. However, the correct fraction should be u2155 (or 5/8) because each slice represents 1/8 of the whole cake."
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding parts of a whole,Susan ate 3/4 of a pizza. What fraction of the whole pizza is left?,"Students often incorrectly think that the fraction left should be 1 - 3/4 = 1/4. However, the correct approach is to subtract the fraction eaten from the whole, so the fraction left is actually 1 - 3/4 = 1/4."
K3,Numbers and Operations,fractions as parts of a whole,Understanding fractions as parts of a whole,Samantha has a pizza. She ate 1 out of 3 equal slices. What fraction of the pizza did she eat?,"The student mistakenly thinks that the numerator represents the number of slices eaten and the denominator represents the total number of slices, instead of the other way around. Therefore, the student may say Samantha ate 3 out of 1 slices, which is incorrect."
K3,Numbers and Operations,fractions as parts of a whole,Misinterpreting fractions as parts of a whole,Sara ate 2/3 of a pizza. How much pizza is left?,"The mistake students often make is thinking that 2/3 of the pizza is equal to 2 pieces out of 3 pieces, rather than 2 out of 3 equal parts of the whole pizza."
K3,Numbers and Operations,fractions as parts of a whole,Understanding Fractions as Parts of a Whole,"If a pizza is divided into 8 equal slices and you eat 3 slices, what fraction of the pizza did you eat?","I ate 3 out of 8 slices, so the fraction is 3/8."
K3,Numbers and Operations,fractions as parts of a whole,Understanding fractions as parts of a whole,"If a pizza is cut into 4 equal parts and you eat 2 parts, what fraction of the pizza have you eaten?",The student thinks that eating 2 parts out of 4 means they have eaten 2/4 of the pizza when the correct answer is 1/2.
K3,Numbers and Operations,fractions as parts of a whole,Adding fractions as parts of a whole,Sara ate 1/4 of a pizza and Sam ate 1/3 of the same pizza. What fraction of the pizza did they eat together?,"The common mistake here is that students often add the numerators (1+1) and denominators (4+3) separately without finding a common denominator first. This results in an incorrect answer of 2/7, instead of correctly adding 1/4 + 1/3 to get 7/12."
K3,Numbers and Operations,fractions as parts of a whole,Fractions as parts of a whole,"If a cake is divided into 4 equal parts and you eat 2 parts, what fraction of the cake have you eaten?","Students often mistakenly think that if they eat 2 out of 4 parts of the cake, they have eaten 2/4 or 1/2 of the cake instead of the correct answer which is 1/2."
K3,Numbers and Operations,fractions as parts of a whole,Converting Fractions to Decimals,Find the decimal equivalent of 3/4.,"I multiplied 3 by 4 and got 12, then divided by 4 to get 3 as the answer. But the correct way is to divide 3 by 4 to get 0.75."
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding fractions as parts of a whole,"If a pizza is divided into 8 equal slices and Maria eats 3 slices, what fraction of the pizza did she eat?","Maria ate 3 out of 8 slices, so the fraction is 3/8, not 3/3 or 3/1."
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding Fractions as Parts of a Whole,"If a cake is divided into 8 equal slices and 6 slices are eaten, what fraction of the cake is left?","Student might mistakenly subtract 6 from 8 without considering it as parts of a whole, resulting in the incorrect answer of 2/8 instead of 2/8."
K3,Numbers and Operations,fractions as parts of a whole,Misconception in understanding fractions as parts of a whole,Sara ate 3/4 of a pizza. What fraction of the pizza is left?,"The student incorrectly thinks that since Sara ate 3/4 of the pizza, there is still 3/4 of the pizza left. The correct answer is 1/4, as 1 - 3/4 = 1/4."
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding fractions as parts of a whole,"If a pizza is divided into 8 equal slices and you eat 3 slices, what fraction of the pizza have you eaten?","The student mistakenly thinks they have eaten 3/8 of the pizza, but the correct answer is 3/8 represents the slices eaten, not the whole pizza. The fraction representing the pizza eaten is 3/8 divided by 1, which simplifies to 3/8."
K3,Numbers and Operations,fractions as parts of a whole,Understanding fractions as parts of a whole,"If a pizza is cut into 8 equal slices and 3 slices are eaten, what fraction of the pizza is left?","The student mistakenly thinks that 3 out of 8 slices means more pizza is left, instead of understanding that the fraction representing the remaining pizza is 5/8."
K3,Numbers and Operations,fractions as parts of a whole,Understanding Fractions as parts of a whole,"In a pizza party, 3 out of 4 slices were eaten. How many slices are left in the whole pizza?","The student mistakenly added 3 and 4 together to get 7 slices, instead of recognizing that 4 is the total number of slices and subtracting 3 slices to find that there is 1 slice left."
K3,Numbers and Operations,fractions as parts of a whole,Misunderstanding fractions as parts of a whole,What is 1/2 of a whole pizza if 3/4 of it is already eaten?,"The student mistakenly thinks they can add the fractions together to get 4/6, instead of subtracting 3/4 from 1 whole first to find 1/4 left uneaten."
