Grade,Topic,Sub-topic,Challenge Type,Problem,Student Mistake Prompt
K2,Measurement,use metric and standard units,Metric Conversion,Convert 2000 grams to kilograms using a decimal.,Student multiplies by 1000 instead of moving the decimal.
K2,Measurement,use metric and standard units,Conversion,Convert 60 miles per hour to meters per second.,Not converting miles to meters before converting hours to seconds.
K2,Measurement,use metric and standard units,Units Conversion,Convert 100 meters to feet.,Multiplying instead of using the correct conversion factor.
K2,Measurement,use metric and standard units,Conversion,Convert 50 kilometers per hour to meters per second.,"u201c50 km is less than 50 mi, so it must be 30 mph.u201d"
K2,Measurement,use metric and standard units,Units Conversion,Convert 1500 grams to pounds.,Assuming grams and kilograms are the same.
K2,Measurement,use metric and standard units,Units Conversion,Convert 60 miles per hour to meters per second.,Misinterpreting the conversion factor from miles to meters and hours to seconds.
K2,Measurement,use metric and standard units,Conversion,Convert 2 km to miles.,"2 km is the same as 2,000 miles."
K2,Measurement,use metric and standard units,Conversion Error,Convert 2.5 liters to milliliters.,Multiplying by 100 instead of 1000 to convert liters to milliliters.
K2,Measurement,use metric and standard units,Conversion,Convert 60 miles per hour to meters per second.,Ignoring the factor of 3600 seconds in an hour.
K2,Measurement,use metric and standard units,Conversion,Convert 18 inches to centimeters.,Student multiplies 18 by 2.54 instead of dividing by 2.54.
K2,Measurement,use metric and standard units,Conversion Challenge,Convert 45 miles per hour to meters per second.,student's mistake
K2,Measurement,use metric and standard units,Conceptual,Add 2 kg and 300 g.,Ignoring the units and adding 2 + 300 = 302 g.
K2,Measurement,use metric and standard units,Conversion Challenge,Convert 2.5 meters to feet.,Using a factor of 10 instead of 3.28 for conversion.
K2,Measurement,use metric and standard units,Conversion Error,Convert 5 kilometers to miles.,Converting kilometers to meters before converting to miles.
K2,Measurement,use metric and standard units,Language Barrier,Convert 2500 meters to kilometers.,Assuming 2500 meters is the same as 2500 kilometers.
K2,Measurement,use metric and standard units,Units Conversion,Convert 2 miles to kilometers.,Converting 2 miles to meters instead of kilometers.
K2,Measurement,use metric and standard units,Unit Conversion,Convert 2 miles to kilometers.,Treating the conversion factor as if miles are larger than kilometers.
K2,Measurement,use metric and standard units,Unit Conversion,Convert 2 yards to meters.,Using the wrong conversion factor or procedure.
K2,Measurement,use metric and standard units,Conversion Error,Convert 60 minutes to hours.,Using seconds instead of minutes.
K2,Measurement,use metric and standard units,Conversion,Convert 30 miles per hour to meters per second.,Mistaking meters and miles as equivalent units.
K2,Measurement,use metric and standard units,Conversion Error,Convert 4000 meters to kilometers.,mistake:student's mistake
K2,Measurement,use metric and standard units,Conversion Challenge,Convert 60 miles per hour to meters per second.,Using the conversion factor for kilometers instead of miles.
K2,Measurement,use metric and standard units,Conversion Error,Convert 1 kilometer per hour to meters per second.,0.001 m/s instead of 0.278 m/s
K2,Measurement,use metric and standard units,Units Conversion,Convert 55 miles per hour to meters per second.,Assuming multiplication is the conversion factor.
K2,Measurement,use metric and standard units,Units Conversion,Convert 60 miles per hour to meters per second.,Thinking 60 is converted to metric as 60m instead of 60km.
K2,Measurement,use metric and standard units,Unit Conversion Error,Convert 2 kilometers to feet.,Converting kilometers directly to feet without considering the right conversion factor.
K2,Measurement,use metric and standard units,Conceptual,What is 1000 grams in kilograms?,Thinking it's 1000 kilograms.
K2,Measurement,use metric and standard units,Conversion Challenge,Convert 6 miles per hour to meters per second.,misinterpreting 'per' as multiplication rather than division
K2,Measurement,use metric and standard units,Conversion,Convert 1500 g to kg.,Dividing by 1000 instead of 1000 g = 1 kg.
K2,Measurement,use metric and standard units,Conversion,Convert 3000 grams to kilograms.,Student uses meters instead of kilograms.
K2,Measurement,use metric and standard units,Metric - Standard Conversion,Convert 2.5 kilograms to pounds.,Assuming 2.5 is the same value in pounds.
K2,Measurement,use metric and standard units,Unit Conversion Error,Convert 60 km/h to m/s.,Misreading the conversion factor as 1:100 instead of 1:3.6
K2,Measurement,use metric and standard units,Conceptual Error,What are the units for temperature?,Student confuses Celsius and Fahrenheit as interchangeable.
K2,Measurement,use metric and standard units,Conceptual,Explain the size difference between 1 cm and 1 m.,Thinking 1 cm is bigger than 1 m.
K2,Measurement,use metric and standard units,Conversion Error,Convert 2 kilometers per hour to meters per second.,Misunderstanding the conversion from km/h to m/s.
K2,Measurement,use metric and standard units,Units Conversion,Convert 60 miles per hour to meters per second.,Forgetting to convert hours to seconds.
K2,Measurement,use metric and standard units,Units Conversion,Convert 60 miles per hour to meters per second.,Misinterpreting the unit conversion factor.
K2,Measurement,use metric and standard units,Confusion in Converting Units,Convert 1000 meters to kilometers,Thinking 1000 meters is equal to 1 kilometer.
K2,Measurement,use metric and standard units,Conceptual Error,What does 'g' stand for in relation to weight?,Thinking 'g' stands for gallons instead of grams.
K2,Measurement,use metric and standard units,Metric-Standard Conversion,Convert 5 kilograms to pounds.,Student multiplies by 2.2 instead of 2.20462.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 673 in expanded form using both place value and multiplication.,"673 = 6 x 100 + 7 x 10 + 3, which is correct, but missing the expanded form context."
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 245 in expanded form and use the correct notation.,Student writes it as 200 + 50 + 40 + 5 instead of 200 + 40 + 5
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write the number 704 in expanded form using base 10.,Incorrectly placing the digit values.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Misinterpretation,Write 456 in expanded form using base 10.,456 = 400 + 60 + 6 (wrongly assumes units and tens columns)
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 2845 in expanded form using powers of 10.,Student writes 2000 + 800 + 40 + 5 instead of 2000 + 800 + 40 + 5 or 2*1000 + 8*100 + 4*10 + 5.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,General Conceptual,Write 729 in expanded form with exponents.,729 = 7*100 + 2*10 + 9*1
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 546 in expanded form in base 10.,543 + 4 + 6
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 504 in expanded form.,504 = 5 x 100 + 4 x 10
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 302 in expanded form using base 10.,Seeing 300 as 30 tens and 2 as 20 instead of 2 tens.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Sense,Write 405 in expanded form using place value notation.,Student writes it as 40 + 0 + 5 instead of 400 + 0 + 5.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 406 in expanded form using base 10.,Student writes 406 as 460 + 6.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value and Number Forms,Write 405 in expanded form.,Student writes it as 4000 + 500 + 5
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations: Base 10,Write 432 in expanded form and then convert it back to standard form.,Student may confuse the placement of numbers leading to an incorrect answer.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 207 in expanded form using base 10 notation.,Student writes 2070 instead of 200 + 7
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Whole Numbers,Write 678 in expanded form using zeros.,678 = 600 + 70 + 0 + 8 should be 678 = 600 + 70 + 8
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 413 in expanded form using base 10.,413 = 400 + 1 + 3 (wrong order)
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 1250 in expanded form using powers of 10.,Student confuses place values while expanding the number.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Sense,Represent 234 in expanded form with fewer terms.,Writing 200 + 30 + 4 as 2340 + 30 + 4
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 527 in expanded form.,Student writes 527 as 5000 + 200 + 7.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value,Write 509 in expanded form,Student writes 500 + 0 + 9 as 590
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Express 456 in expanded form.,Student writes it as 400 + 40 + 15 instead of 400 + 50 + 6.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Conceptual Error,Write 562 in expanded form using the base-10 system.,5620 + 600 + 2
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value,Write 4895 in expanded form,Student writes 4000 + 890 + 5
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 348 in expanded form,Student writes 3^2 + 4^1 + 8^0
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 957 in expanded form using base 10.,Student writes 900 + 40 + 7 as 907 + 40.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Conceptual,Write 342 in expanded form.,Student writes 30042 instead of 300 + 40 + 2.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value,Write 456 in expanded form,"Confusing the role of 4, 5, and 6"
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value,Write 521 in expanded form,"Mixing up the values of 1, 2, and 5 while expanding"
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 407 in expanded form using powers of 10.,student's mistake
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write the number 9012 in expanded form.,Student writes 9000 + 110 + 2
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 725 in expanded form,725 = 7000 + 200 + 5
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number and Operations in Base Ten,Write 456 in expanded form with place values.,Student writes 400 + 60 + 6 with no place values associated.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value,Write 345 in expanded form,#$4#3#5# instead of 300 + 40 + 5
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 502 in expanded form with powers of 10.,Student may write 502 = 500 + 0 + 2 instead of the correct 502 = 5*100 + 0*10 + 2*1.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Representation,Write 74 in expanded form using base 10.,74 = 10^4 + 10^0
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 475 in expanded form using base 10,475 can be written as (4 x 100) + (7 x 10) + (5 x 1)
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Representation,Expanded form: 254 + 30 + 6,Student writes 254 + 30 + 6 = 2906
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 342 in expanded form,Student writes 342 as 3420
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 562 in expanded form,Student writes 500 + 60 + 1 + 2 as 560 + 11
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 862 in expanded form,862 = 8 * 100 + 6 * 10 + 2
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Representation,Write 236 in expanded form.,"Incorrectly separating digits into 2, 30, and 6."
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 42 in expanded form.,Student writes 4 tens 2 ones instead of 40 + 2.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 498 in expanded form using exponents.,498 = 4*10^3 + 9*10^1 + 8*10^0 (incorrect use of exponents)
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 429 in expanded form.,Reading 429 as 4.29 instead of 400 + 20 + 9
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Sense,Write 456 in expanded form.,Student writes 400056 instead of 400 + 50 + 6.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Representation,Write 67 in expanded form,67 = 6 + 70
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Representation,Write 205 in expanded form,Student writes 205 as 20050
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Sense,Write 603 in expanded form in base 10.,5 x 10^2 + 0 x 10^1 + 3 x 10^0
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Operational Misunderstanding,Write 248 in expanded form.,Student writes 248 as 2 x 10^2 + 4 x 10 + 8 instead of the correct 200 + 40 + 8.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 456 in expanded form,Student writes 4000 + 500 + 60 instead of 400 + 50 + 6
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 3045 in expanded form using powers of 10.,Misinterpreting the value of the digit 0.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write the number 5432 in expanded form using base 10.,Student writes 5432 as 5000 + 400 + 30 + 2 without proper place values.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Expanded Form,Write 123 in expanded form,123 = 100 + 30 + 2
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 405 in expanded form using exponents.,Student may incorrectly add or multiply instead of using exponents.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value,Write 342 in expanded form,Student writes it as 300+40+2+0
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 429 in expanded form using base 10.,Student writes it as 4000 + 200 + 9 instead of 400 + 20 + 9.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number and Operations,Write 206 in expanded form,0 is ignored resulting in 206 as 26
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 102 in expanded form in base 10.,102+0+2 rather than 100+2
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Procedural,Write 245 in expanded form using base 10,245 = 200 + 50 + 4 but writing it as 254
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value,Write 527 in expanded form,5270 instead of 500 + 20 + 7
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 509 in expanded form using exponents.,Misinterpreting where to place the exponents in expanded form.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Representation,What is 10 + 2 in expanded form?,Student writes it as 100 + 2
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write the expanded form of 9325 in base 10.,Student writes 9000 + 400 + 20 + 6 instead of 9000 + 300 + 20 + 5.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value,Write 804 in expanded form,Student writes it as 804 = 800 + 4
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write the number 670 in expanded form using base 10.,Student writes 670 as 60 + 7 instead of 600 + 70.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 572 in expanded form using place value.,Confusing tens and hundreds place.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write the number 3642 in expanded form,Student writes 3000 + 640 + 2 as 300 + 60 + 4 + 2
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Representation,Write 120 in expanded form correctly.,"{'1':0, '2':0, '0':120}"
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 784 in expanded form using exponents.,784 = 7 * 10^2 + 8 * 10 + 4 instead of 7 * 10^2 + 8 * 10^1 + 4 * 10^0
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Mixed Challenge,Write 205 in expanded form and base 10,Connecting 2 and 0 as one whole number in expanded form
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Concept,Write 401 in expanded form.,"401 = 4*10 + 0*100 + 1*1000, instead of 4*100 + 0*10 + 1*1"
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Sense,Write 245 in expanded form.,Student writes 245 as 20045.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value and Expanded Form,Write 765 in expanded form,765 = 700 + 60 + 15
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Check,Write 749 in expanded form.,Student writes 700 + 40 + 5 + 9 instead of 700 + 40 + 9.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations in Base Ten,Write the number 749 in expanded form.,Student writes 74900 instead of 749.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Confusion,1234 in expanded form,Translating as 1000+200+30+4 instead of 1000+200+30+4
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Representation,Write the number 875 in base-10 and expanded form.,Student writes 870+5 instead of 800+70+5.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 209 in expanded form in base 10.,Student writes 2090 + 9 instead of 200 + 9
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 8542 in expanded form,Student writes 8542 as 8000 + 500 + 40 + 1 + 2 instead of 8000 + 500 + 40 + 2
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 256 in expanded form using base-10.,256 = 2x100 + 6x10
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 325 in expanded form in base 10.,Student writes 325 = 3*100 + 2*10 + 5*1 instead of 300 + 20 + 5.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write the number 1234 in expanded form in base 10.,Student writes it as 1*1000 + 2*100 + 3*10 + 4 instead of correct 1000 + 200 + 30 + 4.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Misinterpretation,Write 2345 in expanded form.,Student writes 2000 + 3000 + 400 + 5 instead of 2000 + 300 + 40 + 5.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 472 in expanded form using powers of 10.,Student writes 472 = 400 + 70 + 2 without using exponents.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Expanded Form,Write 542 in expanded form,542 = 400 + 50 + 2 + 0 instead of 500 + 40 + 2
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write the number 546 in expanded form.,"546 = 500 + 40 + 6, student writes 500 + 6 + 40."
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Error,Write 302 in expanded form using base 10.,Student writes 302 as 3002.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number and Operations,Write 356 in expanded form using base 10.,Student's writing 3560 instead of 356
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 209 in expanded form in base 10.,Student writes 209 as 20010 + 90 + 10 instead of 200 + 9
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value,Write 2047 in expanded form.,Student writes 2047 as 2040 + 7 instead of 2000 + 40 + 7.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 769 in expanded form using base 10.,769 = 7x100 + 6x10 + 9x1
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Operations,Add 400 + 50 + 2 in expanded form.,Student is unable to add the numbers after expanding.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Errors,Write down 543 in expanded form for adding,Student writes 500 + 40 + 2 instead of 500 + 40 + 3
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value Misinterpretation,Expanded form of 1234,Confusing the value of a digit based on its position
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Number Representation,Write 249 in expanded form using base 10.,Student writes 249 as 2*9*10 instead of 2*100 + 4*10 + 9.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Place Value,"Write 309 in expanded form and as a sum of hundreds, tens, and ones.",The student writes 300 + 1 + 9 = 309 as 300 + 0 + 9 = 309.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Writing Numbers in Base 10 and Expanded Form,Write 301 in base 10 and expanded form.,Student writes 310 in base 10 instead of 301.
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 305 in expanded form with exponents.,Student's mistake
K4,Numbers and Operations,writing numbers using base 10 and in expanded form,Numbers and Operations,Write 728 in expanded form using powers of 10.,Student confuses the placement of the powers of 10.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,12 + 45 + 23 + 78 =,Error in aggregating the hundreds and tens place.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 27 + 45 + 18 + 33,Carrying a number incorrectly.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,12 + 23 + 34 + 45,Mental calculation error in adding consecutive numbers
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,Add 36 + 24 + 19 + 57,Misreading one of the numbers as a different value.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Find the sum of 78, 56, 34, and 12.","< 4 x 10 = 40, leading to incorrect place value handling.>"
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,Add: 23 + 45 + 67 + 89,<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 23, 45, 12, and 56.",Ignoring place value while adding.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 47 + 26 + 18 + 35,Counting 20 instead of 10 from 47 when adding 18
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,14 + 25 + 36 + 47,Adding sequentially without regrouping
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,10 + 20 + 30 + 40,Misreading 40 as 50 or adding incorrectly.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,What is 23 + 45 + 12 + 10?,<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Calculation,"Add 25, 36, 49, and 12.",Ignoring the tens place and adding 2+3+4+1 as if it was a regular addition.
K2,Numbers and Operations,adding up to four 2-digit numbers,Math Error,"Find the sum of 45, 23, 12, and 83.",Forgetting to add the carried-over values from previous additions.
K2,Numbers and Operations,adding up to four 2-digit numbers,Conceptual Error,Find the sum: 23 + 45 + 12 + 34,Relying on finger counting due to lack of other strategies
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,21 + 32 + 45 + 18,Misreading a number and adding incorrectly.
K2,Numbers and Operations,adding up to four 2-digit numbers,Sequential Addition,Add: 12 + 34 + 56 + 78,Ignoring the operation sequence and adding all numbers at once.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 56, 23, 78, and 11.",<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 17, 28, 39, and 42.",Performing operations left to right instead of considering the most efficient order.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 24, 36, 19, and 43.",<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,Add 45 + 27 + 68 + 19,Student drops the carry resulting in 7 instead of 9 in the final answer.
K2,Numbers and Operations,adding up to four 2-digit numbers,Calculation Error,Add 27 + 14 + 39 + 58,Not carrying the correct values in the addition process.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 34, 56, 21, and 43.",Ignoring column value when summing.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 24, 19, 35, and 12.",<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 15, 24, 33, and 42.",Student reads the numbers in sequential order while adding.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 23 + 45 + 67 + 89,Distracted and writes 24 instead of 23
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 43 + 56 + 21 + 34,Student forgets to carry over when adding
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 45 + 32 + 18 + 27,Carrying over from one place value to another inaccurately
K2,Numbers and Operations,adding up to four 2-digit numbers,Calculation,28 + 32 + 14 + 25,Skipping a number and adding 28 + 32 + 25
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 24 + 13 + 16 + 28,25 + 15 + 15 + 20
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 45, 23, 17, and 29.",Transposing numbers or operations mistake.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations: Multi-Digit Addition,Add: 78 + 65 + 42 + 19,Skipping one of the numbers and not realizing it
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,98 + 76 + 34 + 12,Incorrectly adding tens and then units separately.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 67 + 29 + 15 + 48,<h2>67 + 29</h2>
K2,Numbers and Operations,adding up to four 2-digit numbers,Attention Error,Add 23 + 45 + 16 + 12,Forgetting to regroup and carry over when the sum exceeds 100.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,1234 - 567,<span>456 will look like 1234 in a column format</span>
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 23, 47, 56, and 89.",Thinking the sum is greater than 200.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations: Addition,"Add 15, 26, 37, and 48.",<p>
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 27, 49, 16, and 84",digit transposition
K2,Numbers and Operations,adding up to four 2-digit numbers,Mathematical Language,"What is the sum of 45, 23, 12, and 17?","Sum of the two numbers first, then sum the results"
K2,Numbers and Operations,adding up to four 2-digit numbers,Inattention to Detail,Add 23 + 56 + 78 + 12,Estimating result before completing the addition
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,Add 25 + 38 + 49 + 56,<challenge_type>
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 36, 27, 19, and 14.",Ignoring carrying while adding.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,12 + 34 + 56 + 78,Ignoring tens carry
K2,Numbers and Operations,adding up to four 2-digit numbers,Complex Additions,"Add 45, 23, 11, 32",<u>Student's Mistake</u>: Not aligning numbers properly for addition
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 24 + 13 + 19 + 35,"The number is left-aligned, so the student aligns the units and tens places incorrectly."
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 14, 23, 37, and 56.",<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Number Sense,"Find the sum of 87, 65, 23, and 14.",Adding 87 + 23 first instead of 87 + 65 to simplify.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 45 + 36 + 27 + 18,<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Complex Calc,What is 24 + 17 + 36 + 19?,Student forgets to carry numbers.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,"Add 14, 23, 36, and 49.",Dropping or mixing up numbers during large additions.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 26, 34, 48, and 59.",<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,15 + 25 + 35 + 45,Thinking the sum is 125 instead of 120.
K2,Numbers and Operations,adding up to four 2-digit numbers,Calculation,36 + 45 + 29 + 17,Forgetting to carry over while adding
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 25, 36, 49, and 18.",Summing the tens and the ones separately instead of adding all at once.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numerical,Add: 35 + 42 + 18 + 25,Regrouping without adjusting previous numbers
K2,Numbers and Operations,adding up to four 2-digit numbers,Calculation,17 + 25 + 39 + 46,Student adding the numbers as if they were all single-digit numbers.
K2,Numbers and Operations,adding up to four 2-digit numbers,Addition,14 + 28 + 36 + 45,Adding 45 + 14 to get 59 instead of 59 + 45 correctly.
K2,Numbers and Operations,adding up to four 2-digit numbers,General Principles,What advice would you give to simplify adding four 2-digit numbers?,Not regrouping when necessary.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,What is 24 + 36 + 48 + 12?,Adding without carrying over.
